Reviewer,Review,Rating,Expense,Type
Irshad Firfirey,They offer Good food at good rates. However used to be amazing food a few years back. I believe the taste has changed over the years. Can do better.,4 stars,moderate,Mughlai restaurant
swati dewan,Best place to have kabab and tikka,5 stars,moderate,Mughlai restaurant
tushar talkar,Great place for party.....I visited many times....best rates...tast is amazing...always order rumali roti...butter chicken...mutton kadai.... Awesome taste... dil khush ho jata hai...best sitting arrangement...there is two sitting arrangements...one is pandal and second is lower sitting..,3 stars,moderate,Mughlai restaurant
RANJEETSINGH KORANGA,Food was good not place,5 stars,moderate,Mughlai restaurant
Mohammed Ali Siddiqui,Excellent taste. Great food... however I would strongly suggest for better maintenance of the place in terms cleanliness and hygiene....,4 stars,moderate,Mughlai restaurant
Sangram JC (Baby Pegasus),Had a taste of Malai Chicken and Experienced the fantabulous taste which everyone told me about.Make sure you're hungry before entering this restaurant because trust me... You're gonna eat alot!Have fun!,5 stars,moderate,Mughlai restaurant
Anmol Saxena,"A great place to visit with family..
Ambience is good
Food quality is pretty good..though the quantity i felt is little less according to the prices.. otherwise it's a must visit place:)",4 stars,moderate,Mughlai restaurant
harshad mhatre,"Average taste
Quite overpriced
Quite pathetic service and the waiters are arrogant enough to say we don't …",1 star,moderate,Mughlai restaurant
Swapnil Chorat,I went there with my friends and i had an awesome experinece specially the non veg biryani that was superb can still fell the taste and service was also nice and the ambince was silent,5 stars,moderate,Mughlai restaurant
Rajiv Gupta,"The food was great but the average preparation time is 30 minutes. If they could reduce preparation time, it would be great.",4 stars,moderate,Mughlai restaurant
Vandana Dandage,Amazing mouthwatering food served here!,5 stars,moderate,Mughlai restaurant
Sunny Dowari,"everything is made in butter or ghee, rich taste and mouth watering aroma, love all of the items that Ahmed bhai offers, love the ambience in the restaurant, don't go regular here as much as i want to.",5 stars,moderate,Mughlai restaurant
gaurav nagotkar,This is what Kunafa served for 160rs dissatisfied with services. Even other ppl were unhappy with services,1 star,moderate,Mughlai restaurant
Aniruddha Guha,This place is good for non-veg lovers. The food quality is good and it's taste good too. Food presentation is good as well and best part is that you can get a privicy here while you enjoy your food with family or friends. As they have table …,5 stars,moderate,Mughlai restaurant
Sachin Mishra,"I didn't like food quality and it was served with poor service, waiters don't have basis hospitality skills, they call you Bhai instead of Sir or anything else. Food was very expensive also",1 star,moderate,Mughlai restaurant
Manasa Menon,Food is really tasty! They can still try and work on the ambience and the place. Its quite old and a little congested to move around! The food is amazing👏👏 …,4 stars,moderate,Mughlai restaurant
saurabh dabhade,Worst biryani I ever eat…. If dum biryani is best biryani of Ahmed bhai then u need to start inventing what is biryani…worst experience…,1 star,moderate,Mughlai restaurant
Ahmed Makda,"Awesome food, no doubt the best hotel in the area in and around Navi Mumbai. The best part is the shamiana sitting and teh dastarkhan and no doubt the overwhelming and delicious food that the place has to offer.",5 stars,moderate,Mughlai restaurant
Priya Gupta,A good place n a good quality of food they provide n the best service too.Guys plz visit this shop u will be most happy to eat spclly nonveg items...❤Even the rates are reasonable.A good shop to visit with famalies n frnds.,5 stars,moderate,Mughlai restaurant
Almas Khan,"Good food,nice ambience but poor service.
Washroom and kichen next to each other.
Only one washroom which is common for both males and females",4 stars,moderate,Mughlai restaurant
Saurabh Patil,"The quality of food is good but the quantity didn't please me. It was very less. Delivery time for me was also not good. But, at the end of it, quality of food was good, so no regrets on that front.",4 stars,moderate,Mughlai restaurant
Animish gandhale,"Good Ambience,  comfortable sitting,  Best part is Privacy with Shamiana type Curtains, Authentic Mughlai and other dishes,  Friendly staff.",4 stars,moderate,Mughlai restaurant
Vignesh Sundaram,Food was good and worth eating but issues was Bisleri bottle was charged above MRP both room temperature and cold(20rs bottle was charged Rs 25 and service was too slow even when the restaurant wasnt that much crowded..overall a bad experience..so I would only recommend this place of you have got apmle time to kill.,2 stars,moderate,Mughlai restaurant
Vihang Prajapati,"One of the best place for non veg lovers. If you are going with your group, I'd recommend you to reserve your place. Ambience is good. Food is great.",5 stars,moderate,Mughlai restaurant
Sabu Mathew (SPLENDORS OF NATURE),"We explored the Dastarkhan and it was good. We ordered the Hakeem, Seekh kabab and Biryani. Nice place to explore Mughlai cuisine.",5 stars,moderate,Mughlai restaurant
amit chapper,"Superb for non-vegetarians, their motton dishes are awesome",5 stars,moderate,Mughlai restaurant
MILIND JADHAV,Good food offered. Quantity served is also good. Must improve untidy front. Jalebi n roti section not maintained good.,3 stars,moderate,Mughlai restaurant
akira khan,I love the food taste but the Service is too late but in that u enjoy tym with cosy seating...,4 stars,moderate,Mughlai restaurant
Anitha Kumar,"I just visited just now and what we ordered had really bad experience as green chutney was too salty,chicken reshmi was half burnt,mutton seekh kabab was not juicy at all rather hard to eat,on top dum biryani just spoiled our over all mood, …",1 star,moderate,Mughlai restaurant
Aniket Paul,Visited at around 5:30. Tandoor closed between 4pm and 7pm so was not able to enjoy any tandoor dishes. Biriyani here is great.,3 stars,moderate,Mughlai restaurant
Aarti Gupta,"Best place to with family, Friends. Best for non veg there is very few dishes for vegetarians.",5 stars,moderate,Mughlai restaurant
KAZEEMA KAZI,"I'm not sure why I'm even giving this one star also,but anyway.The person reading this review now, I would like to say you that please just don't depend on the ratings of 4 stars and the overall ambiance of this restaurant, because this …",1 star,moderate,Mughlai restaurant
Devendra Gujarathi,"Kabab taste dropped,chewy",1 star,moderate,Mughlai restaurant
Saqib Mukri,Nice food.. the service was great... Ambiance was a let down... Overall a nice experience... Rabdi jalebi a must try.. request him to bring it hot...,4 stars,moderate,Mughlai restaurant
jacob vedanayakam,I always prefer this place because of the good taste & service,5 stars,moderate,Mughlai restaurant
Shazmeen Shaikh,This is an amazing place for all the chicken lovers. The ambience is quite and royal. Only bad thing was a few waiters were continuously staring.,4 stars,moderate,Mughlai restaurant
Harsh Patel,"Brilliant taste ,outstanding service ,😃😃😃😃😋😋😋😋loved the place both the quality n quantity is awesome ,paneer bhuna and jalebi was best taste I ever had.. I recommend best place for dinner with family. …",5 stars,moderate,Mughlai restaurant
Dipti Bandkar,"earlier its food quality and service was good but when I went this time the food quality as well as service was so poor, they didn't serve the food just kept it on table and ran away and the biryni was just masala rice.",2 stars,moderate,Mughlai restaurant
Girish Panda,"Pros :They offer authentic Muslim food, one should definitely try there Rumali roti and Murg mussallum …",4 stars,moderate,Mughlai restaurant
Hanif Surve,Very good place to enjoy tasty Non Vegetarian food.Good place for families.Its not very upscale but if you want tasty starters and tasty food you  can visit.Service is good.Saturday Sundays you may have to wait for 15 to 30 minutes.They take orders and send food home.Reservation of seats/table is acceptable.,4 stars,moderate,Mughlai restaurant
Bushra Sastikar,Worst experience ever! The service is so slow and pathetic. The quality of food was bad. The chicken was uncooked. Waste of money. There is no staff manager present. No one cares about the costumer.,1 star,moderate,Mughlai restaurant
Sindhu Chauhan,Best quality food....nice place for dinner with family . It is good restaurant n good staff and service... 👌 …,5 stars,moderate,Mughlai restaurant
Suyash Mandloi,"Great taste, good food nice authentic mugalai briyani and other stuff. Great vegetarian food too. The atmosphere is good too",5 stars,moderate,Mughlai restaurant
Kinjal Viradia,I went yesterday to this restaurant with my hubby.. i really enjoyed d food .. actually this is the best place for non veggie but i m vegetarian so i order veg dum biryani n rumali roti n veg kadhai.. teast is proper not so spicy n not so …,4 stars,moderate,Mughlai restaurant
Sapna Singh,Best place for dining with family and friends. ..good place for non veg lovers.. ..Quick service for any orders .....veg is also good ....Quality are osm. .,5 stars,moderate,Mughlai restaurant
Shweta Shukla,"Even though it offers a wide variety of dishes, the serving staff is arrogant. Ordered food at home once and it took more than 2 hours for the delivery which is way too much considering the distance..poor management of home deliveries. Hope they hire delivery personnel's to keep up with the delivery schedule.",1 star,moderate,Mughlai restaurant
Suraj Sable,Faltu food worst taste in Chinese before u order plz check review guys,1 star,moderate,Mughlai restaurant
Yusuf Wadkar,"Ambiuence is Good , Food is very Expensive
Tawa dishes are worth money, never try Chicken Chilli Milli",2 stars,moderate,Mughlai restaurant
SHAIKH AHTESHAM,Worst food and service I have ever face in my whole life style..I m hardcore non veg person having at least 5-6 days week .....We went there with lot of expectations but sab paani me milgyi.....Not a single starters from what we ordered is …,1 star,moderate,Mughlai restaurant
MLal B,Taste is good but quantity is less and price is high. Had ordered Mutton Pulao but received rice resembling fried rice,3 stars,moderate,Mughlai restaurant
Anthony Rodrigues,"Ahmed bhai is one of the best hotels out there.It feels and looks good from inside and they provide best service.I was with my family and had ordered chicken tandoori,keema fry,chicken fried rice,chicken tandoori roti and in Desert we had …",5 stars,moderate,Mughlai restaurant
Yawar Khan,Good place to enjoy delicious veg & non veg food. For veggies try veg crispy and non veg don't mis delicious bheja fry,4 stars,moderate,Mughlai restaurant
Asif Ansari,"Go for Taste & good quality food.
many options on chicken dishes also try one of the greatest desert  'gulab jamun with Rabdi mwlai'.",5 stars,moderate,Mughlai restaurant
patel Sonam,It's was aswomee food . Service was excellent and I had great time with family n friends. For party it's perfect places for celebration.... Thanks for food treatment .. …,5 stars,moderate,Mughlai restaurant
priyanka yadav,"Taste is Awesome, quality good,
I will suggest
Please try chicken Patiala with Resham Paratha",4 stars,moderate,Mughlai restaurant
HrushiKesh Reddy,Place is ok to have dinner 🥘 very nice decors little more hygenic to be maintained.  I had been here during ramzamtime. Available hyd haleem. …,3 stars,moderate,Mughlai restaurant
bhavesh mahajan,no doubt u get best non veg food here but 1 thing this place was lacking is fast service may be there mst be staff issue but do try this place as its centrally located near nerul station nd owner is also very well guy,3 stars,moderate,Mughlai restaurant
Muktanshu Singh,Not good for Veg. Non veg biryani is awesome. Quantity served is ample. Don't forget to have sweet pan outside.,3 stars,moderate,Mughlai restaurant
Swapnil Tipnis,"These stupid chaps dont even know how to make chicken roll. You order a chicken roll and u get deep fried ""Oil chicken roll"".. If American found the amount of oil in chicken roll, they will surely plan to invade..",1 star,moderate,Mughlai restaurant
Shubham Ambekar,"Today i visited ahmed bhai , initially the decor and ambience was pleasent enough❤️ i order a full plate of khepsa, the food was delicious and the price was also affordable enough ❤️ i will try Ahmed bhais and dry omce again with my friends❤️",5 stars,moderate,Mughlai restaurant
Vikrant Giradkar,"If You are in Navi Mumbai and Non-veg is what you will die for . Goget there .

Shamiana pattern of seating in a restaurant is super cool .
Order whatever and come out heavy",4 stars,moderate,Mughlai restaurant
rakesh teja,Great food always. Ambiance can be better as individual cabins. Buzzer should be kept at all cabins to call the attendents,3 stars,moderate,Mughlai restaurant
Monjeeta Baroowa,"The best place for yumm non veg food like tangdi kebabs, tandoori chicken, prawns fry.
Nice sitting arrangements",4 stars,moderate,Mughlai restaurant
SUSHANT KUMAR,Food was great must try Murg musslam,5 stars,moderate,Mughlai restaurant
mercy fernandez,"i ordered chicken dum biryani,pudina kebab,butter naan,veg manchurian for lunch..even road side dhabas prepare better than this.horrible...i found some tiny silver string in the food.....still i dont get why so much crowd at night.......waste of money....next time only sai darbar..",1 star,moderate,Mughlai restaurant
arshiyah Sayed,The food quality was not good.... chicken kebab was not fully cooked....other items were not tasty n did not seem to be fresh....n staff service was aslo bad....poor ambience,1 star,moderate,Mughlai restaurant
Zakir Sayyed,Very tasty food quantity is good and service is excellent I love his mutton fry butter chicken is awesome and nalli Bihari,5 stars,moderate,Mughlai restaurant
Mahesh Pathak,Looking for non veg  food then you need to come here..... Loved the food especially the Dum biryani and keema fry..... Also the ambience was good,5 stars,moderate,Mughlai restaurant
Mahesh Pratap Singh,"Try historic halim during Ramjhan Festival.
Superb kheer and other chicken items available at iftar time.
Very good",4 stars,moderate,Mughlai restaurant
Harsh Raut,"I went here to taste the Haleem which is basically available in ramzan time,& it was really amazing ate it with naan bread & gotta give it 4/5",4 stars,moderate,Mughlai restaurant
Dhiraj Deshmukh,Really good mughlai food served.If with lot of people order Murg musalam with Rumali rotis and do try their Reshmi Paratha and Kebabs,4 stars,moderate,Mughlai restaurant
Rizwan Ustad,Awesome place to have food with family and kids.. very nice to see an Indian style seating.. starters and food is really good.. will be visiting soon :),4 stars,moderate,Mughlai restaurant
Sachin Devadiga,experience was very good..taste and service is also good and if ur a non-veg lover then this place is awsm and  desert is also nice ....The most awsm dish was dum biryani,4 stars,moderate,Mughlai restaurant
BAHADKAR ANIKET,"Amazing place for chicken mutton foodies
😋😋😋😋😋
Chicken Moghlayie …",5 stars,moderate,Mughlai restaurant
Anees Shaikh,"Ramadan special Maal pua was Awesome,,, but the rubri provided was less though...",5 stars,moderate,Mughlai restaurant
Salma Shaikh,Great place for family. Food is tasty. Service is good on normal days and they manage it very well on big occasions,4 stars,moderate,Mughlai restaurant
Ankita Mhatre,Best place in nerul.....Osm dishes veg & nonveg....specially nonveg dishes....butter chicken & dum biryani is outstanding....taste is great....nice staff....desert are also great....,5 stars,moderate,Mughlai restaurant
Dinesh Ratnakar,Great qualify of food available here..best rumali roti I have ever had...all non veg stuff is mouth watering,4 stars,moderate,Mughlai restaurant
Shashank Lele,Nice food. There is a little peoblem with the surroundings.. it might get very noisy if there is a group seating across as there are no walls just the curtains.,4 stars,moderate,Mughlai restaurant
Nasir Hussain,It was good experience with good food and nice dine In Atmosphere was very good but waiters are too arrogant. Need to take action which will be good for the future business of the restaurant,4 stars,moderate,Mughlai restaurant
saurabh patil,It is amazing place for friends and family. .specially for nonveg food...the quality is a excellent...best in nerul...they are good service provide to a customer....,5 stars,moderate,Mughlai restaurant
Juheb Gavandi,Food quality is good. Ambience is nice. Staff need to be adopt polite course of nature. Very close from Nerul station.,4 stars,moderate,Mughlai restaurant
Sa Ka (SaKa),"The Dal tadka was fantabulous, so was the tandoori chicken. One suggestion... If you say it's full tandoori, then make sure it's full. The neck and parts of the breast portion are missing.",5 stars,moderate,Mughlai restaurant
Sagar Dabhade,Good quality of food...Non veg dishes are outstanding....Great staff and service...Nice place for going with family...,5 stars,moderate,Mughlai restaurant
Asif Rampurawala,Serves really tasty mughlai cuisine . It has shamiana   and dastarkhan sittings for family and groups. Serves delicious bheja and kebabs .,5 stars,moderate,Mughlai restaurant
pranav khopkar,It was great few months and year back. Food is average now a days. Hope they improve and we keep getting good food like old times.,3 stars,moderate,Mughlai restaurant
Ashwini Madeyanda,"It was an amazing experience with my family to be there...
My order of chicken biryani n raita was awesome...
Thanks for making our day so special...",4 stars,moderate,Mughlai restaurant
Snehal Kamble,Last night I visited to this amazing place the taste is amazing the non veg food taste is to good the interior is awesome the service is also good wanna visit this place again,4 stars,moderate,Mughlai restaurant
anurag palkar,"Good place to eat maugali non veg dishes. Nan was excellent.
Ambiance is ok.
Value for money restaurant",5 stars,moderate,Mughlai restaurant
neetu rai,It's a nice place to visit and enjoy the family time with a lot of variety of food items in the menu.I think it is the final destination of all the foodies.,5 stars,moderate,Mughlai restaurant
Rajput Bhavani Singh,Good menus nd tasty food but shortage of menus all the time....u'll not find ur favourite food all the time...but loved it.,4 stars,moderate,Mughlai restaurant
Nikita Palsamkar,Best quality food...nice place for dinner with family...nice smiling staff... quantity and quality is osm,5 stars,moderate,Mughlai restaurant
Rupa Das,Lipsmacking delicious butter chicken with rumali rotis is a must try ! Good for kids but be prepared for waiting on weekends. Otherwise good service 👍 …,4 stars,moderate,Mughlai restaurant
Sachindra Kumar,Very nice food at good price . Just long waiting more of the time . Services is nice . Must try,5 stars,moderate,Mughlai restaurant
Aamir Sayyed,This is a perfect place to visit with family.Just a parking issues.The food was delicious but the price range was a bit higher than the normal.The atmosphere is amazing to hangout.,4 stars,moderate,Mughlai restaurant
jervis raj,I had visited this restaurant with my friends....it is magical..we had ordered non veg dishes which were fantastic....i totally fell in love with butter chicken...it has an excellent taste..i suggest more people to visit this restaurant,4 stars,moderate,Mughlai restaurant
Nikhil Kambli,"Food here is good, but you have to wait a lot for your food, also the serving size was good. Comfortable sitting for groups.",3 stars,moderate,Mughlai restaurant
Priya Patel,Very good....Nice staff...Great ambience..Good food quality ...Good taste specially Paneer tikka briyani and veg Manchurian....Keep it up...😊😊😊 …,5 stars,moderate,Mughlai restaurant
gayatri jadhav,"Slow service, but food is tasty.",4 stars,moderate,Mughlai restaurant
Vadid Valiulla,"One of the Restaurants of Nerul which has good food, ambience and taste. The staff are courteous enough and take feedback seriously.",5 stars,moderate,Mughlai restaurant
Akshali Bhatkar,Tasty food for especially non veg.. big families.. group of friends can visit cool place for foodies,5 stars,moderate,Mughlai restaurant
Arbaj Ansari,"A nice place of dining with family and  ...,   service is also good
Quick service for any orders..... Veg is also good..... Quality are ausome ❤❤❤",5 stars,moderate,Mughlai restaurant
mahesh bagal,"1 number ghatiya hotel , 1 number ghatiya  useless staff , food is ok , but staff behaviour is ilke Masha Alla , if you want to insult your self by spending your own money , then must visit this place .",1 star,moderate,Mughlai restaurant
N S Nair,Good mugalai non-veg foods at a price not so cheap but not too high also served at individual family rooms without a feeling of hotel ambiance.,3 stars,moderate,Mughlai restaurant
Aashish Pattani,Quite over rated for the quality of food provided.. Service is not up to the mark.. Some dishes are great.. Some are bad..,3 stars,moderate,Mughlai restaurant
Tejas Prabhu,i have Visited This Restaurant 4 to  5 Time And What I Observed Is their Service And Food Quality Is always Maintained and Its The Best Place In Nerul Navi Mumbai For Non Veg Food Items,5 stars,moderate,Mughlai restaurant
Adesh Surve,Worst food ...the quality  is degraded......highly disappointed.....please do not visit if you are expecting   high quality and hygienic  food...kitchen is pathetic not well maintained  at all...,1 star,moderate,Mughlai restaurant
yatish gharat,Awesome food is served. Taste is really reflecting the flavours of Arabic. Jus problem is waiting for table.,4 stars,moderate,Mughlai restaurant
nilesh parab,I was ordered mutton kapsa biryani but Quality and quantity is poor....persion darbar is gud in this,2 stars,moderate,Mughlai restaurant
prem kumar,Food was gud enough .tasty and authentic but waiting time is so much me and my friend waited for 1 hour to enter only,3 stars,moderate,Mughlai restaurant
Sumit Bangera,"Their quality has come down over the years, the staff is one of the worst ones, the attitude that they have really leaves a taste... as much as you want the food to leave the taste..which sadly is missing nowdays.",1 star,moderate,Mughlai restaurant
Amit Tagore,Delicious non veg food... Worth waiting... must try,5 stars,moderate,Mughlai restaurant
Aasiya Hodekar,Good food and clean environment,5 stars,moderate,Mughlai restaurant
Priyadarshana Kuppalli,"Food taste is average, nice service, better to eat outside than using a closed AC room, which stinks better than a public toilet.",3 stars,moderate,Mughlai restaurant
Vismaya Vinod,Best quality food...nice place for dinner with family...nice staff... quantity and quality is osm,4 stars,moderate,Mughlai restaurant
shivam singh,Awesome place for all veg n non-veg lovers. Great food and chacha is very polite and friendly,5 stars,moderate,Mughlai restaurant
Gulnaaz Shaikh,Awesome place to go with ur family and friends....good food and service....there are variety of dishes which will deal with ur hunger anytime🤞😎 …,4 stars,moderate,Mughlai restaurant
Imtiyaz Ahmed,"Nerul best moghlai and Indian food corner.
In Ramadaan they serve nice iftaar food with testy deserts.",5 stars,moderate,Mughlai restaurant
Ajit Pathak,An amazing place to be with family.. Especially if you are love non-veg... The food is awesome... And the service is also great..,5 stars,moderate,Mughlai restaurant
JACOB T J,"Very tasty foods....Rumali roti n mutton kadai, being the most favorite item of mine",5 stars,moderate,Mughlai restaurant
yogesh Tiwari,Not the food i thought of order 4 dish 2 were good but the other 2 like nali nihari & dal tadka was worst,1 star,moderate,Mughlai restaurant
P D,Nice food to relish and very reasonably charged with good sitting arrangement. We loved the food when visited with family.,5 stars,moderate,Mughlai restaurant
Prasana Murugan Nair,Food is great but the place can do better with ambience,4 stars,moderate,Mughlai restaurant
Jayesh Bhosle,"Average quality food, below average ambience (AC doesn't work properly, damp smell in the air) and staff behavior was worst! There are better options in the area",2 stars,moderate,Mughlai restaurant
Prakash Gajanan Rane (प्रकाशमान),"Very good restaurant with amazinn food, my favt dishes are,
Banjara kebab
Dal gosht …",5 stars,moderate,Mughlai restaurant
Amjad Ali,Good food good test services good now they have also built a new sitting area has great choices in non vegetarian section I recommend this place to everyone,4 stars,moderate,Mughlai restaurant
Jonny Prasad,My favourite butter chicken chili,5 stars,moderate,Mughlai restaurant
Pooja Soni,Yesterday i visited to the amazing place the food is too good the taste is amazing the non veg food is too good specially the item related to chicken and deserts are to good,5 stars,moderate,Mughlai restaurant
Halid S,"Best restaurant  for non veg, especially Muslim items ... But will get served a little late due to high cus8",4 stars,moderate,Mughlai restaurant
Deepak Mali,Food is good. Staff needs to be more professional in terms fo how they carry themselves and how to talk to customers.,3 stars,moderate,Mughlai restaurant
Ashfaque Shaikh,extremly misbhave staff.,1 star,moderate,Mughlai restaurant
Atiq Fazal,"Excellent Ambience, the food is good but the best is pinacolado mock tail which they serve in juice bar next door. A good family hangout to be.",4 stars,moderate,Mughlai restaurant
sourav ghosh,"Excellent food quality. Must try tawa polao, biriyani, kabab, nd obviously malai prawns",5 stars,moderate,Mughlai restaurant
Sumer Siddiqui,I ordered rabdi jalebi yesterday it was very poor in quality after eating it I got suffered with food poisoning it was not fresh so guys be careful when you are ordering some thing.,1 star,moderate,Mughlai restaurant
Rajiv Viegas,The food here is good. You can try the biryani. The ambience is also very good,3 stars,moderate,Mughlai restaurant
Heart Hacker,Nice dine in place with family and friends,5 stars,moderate,Mughlai restaurant
Aditya gupta,famous for biryani and starters quantity is not too much but taste is worth buying.,5 stars,moderate,Mughlai restaurant
Ganesh Dusman,This place has some great food. Though they have a small place and we had to wait for 20 minutes to get a table but it was worth it.,5 stars,moderate,Mughlai restaurant
Sachin N,Awesome food. Rumali Roti must try with Lahori and Peshawari,5 stars,moderate,Mughlai restaurant
paresh varankar,its a good place for non veg lovers they serve variety of food with good taste but the staff is not friendly,4 stars,moderate,Mughlai restaurant
PAALUM PAZHAMUM,Good atmosphere and tasty food,5 stars,moderate,Mughlai restaurant
Gaurav Shotra,"Looking to have something in nonveg do visit worth to have a bite in Ahmed bhai.
2- Arrangement is good,easy 2 find out",4 stars,moderate,Mughlai restaurant
Arup Mandal,"I hv ordered chicken tikha tandoori,chicken 65 in starter , Nalli nihari in main course osm taste luved , enjoyed food in reasonable price!!!",5 stars,moderate,Mughlai restaurant
lokinita,Awesome food 👍 …,5 stars,moderate,Mughlai restaurant
TTAANNKK MAN,The food is worth the price. The dine in service is splendid and home delivery is really quick,5 stars,moderate,Mughlai restaurant
wasim sayed,Best restaurant in nerul. Would have given 5 rating if only rates were reasonable for some items.,4 stars,moderate,Mughlai restaurant
Komal Pasricha,Veg kolhapuri was sweet :( paneer starter and paneer bhuna was great... Ambience was very nice... Must visit at least once...,3 stars,moderate,Mughlai restaurant
rehan sarang,Heaven for all Kebab lovers...good service... Chicken Teekha tandoori is must have,4 stars,moderate,Mughlai restaurant
Shaunak Mukherjee,Go for the specialties only. Seekh kababs and Nalli Nihari.  They're the highlights. The other food is above average.,3 stars,moderate,Mughlai restaurant
Laston Dsouza,Awesome food and great taste!!!,5 stars,moderate,Mughlai restaurant
Rushil,A very good place to dine at good for friends and family. Food is excellent here,5 stars,moderate,Mughlai restaurant
Jigisha Y,The food was ok. All non veg items were there. Quite coastly also. All my friends said ok.,3 stars,moderate,Mughlai restaurant
Om Sawant,One off the best restaurant around in nerul and Seawoods. Great quality of food and chicken. Woth a great and best taste,4 stars,moderate,Mughlai restaurant
Azim Khan,"Good interior, variety of items in menu but very expensive and also portion is very less",5 stars,moderate,Mughlai restaurant
Adil Khan,Good and hygienic nonveg food available there. Following covid protocol. Social distancing.,5 stars,moderate,Mughlai restaurant
ashu naik,"If u want privacy vth ur family, friends,etc.than this is the place u can go, good hygiene, food tastes good bt they need 2 work on interior",4 stars,moderate,Mughlai restaurant
aaloka kakan,Great food and lots of variety in Nonveg. Their biryanis and kebabs are a must try,4 stars,moderate,Mughlai restaurant
Atim Pathan,Worst food. Tandoori was tasteless.  Don't waste money.,1 star,moderate,Mughlai restaurant
Kunal Jaiswal,Love this place and especially the non veg items memorable day with my family in this restaurant Love the coriander chicken worth it😘😘 …,5 stars,moderate,Mughlai restaurant
Nayeem Majgaonkar,Nice food but costly..,5 stars,moderate,Mughlai restaurant
Irshad Hussain,Awesome hygienic n good taste,4 stars,moderate,Mughlai restaurant
Sujata Ingavale,"Pathetic restaurant and pathetic service, Told us waiting time is 40 minute but don't follow the sequence, even not a coupon system , worst service.",1 star,moderate,Mughlai restaurant
Josemon Vazhayil,One of best place in vashi for non-veg food. Super tandooris and other items. Yummy.... Best for non veg foodies.,5 stars,moderate,Mughlai restaurant
MD. ZEESHAN AHMAD,"Chicken MUGHLAI KAPSA 5/5
MUST TRY
Quantity was good taste was awesome..
Simple and Good👍🏻 …",5 stars,moderate,Mughlai restaurant
Vinav Parkar,"Good for food,loved the ambience,  service is ok,  takes time to serve, crowded at night and weekends.",5 stars,moderate,Mughlai restaurant
Neeyor Borkakoty Sharma,Amazing food.. well known for nonveg dishes.. we enjoy the good every time,4 stars,moderate,Mughlai restaurant
kunal pervi,Yesterday i visited to ahemd bhais the quality of food is amazing the service is also good the non veg taste is amazing the interior design is too goodd 😋 …,5 stars,moderate,Mughlai restaurant
Mazhar Kalawe,Food... N dastarkhan...are just awsmm... But they don't offer dastarkhan for 4 people.. Splly cllg students.. They say its not vacant.. That's harsh,2 stars,moderate,Mughlai restaurant
Ryan Dalvi,Good food and ambience . Starter quantity is a bit less though . Otherwise a good option to choose for a family outing,4 stars,moderate,Mughlai restaurant
Moheb Dabilkar,"Great place for family time dinner but but
The delivery time is too much like 15 to 20 mins or more.",4 stars,moderate,Mughlai restaurant
Amit Ash,"It used to be good, but lately taste is not that good anymore. The shwarma that I bought tasted nothing like what it should be, it was spicy as hell.",1 star,moderate,Mughlai restaurant
Hissamuddin Shaikh,"Excellent Food ....
loved it....
request all if you are at Nerul .... dont forget to visit Ahmed Bhai's",5 stars,moderate,Mughlai restaurant
prasanna sheregar,"Looks like a good mughlai restaurant from outside, saw roomali roti though in preparation.... hence has to be tried once",3 stars,moderate,Mughlai restaurant
Snehal Baviskar,Food quality is very good... There is no dedicated parking... You can park in front of hotel,5 stars,moderate,Mughlai restaurant
Utsav Tiwari,The food here is best and it's more suitable if u are planning a huge party,5 stars,moderate,Mughlai restaurant
Shama Sayed,"Food was not at all good, it was not spicy infact the chicken was so sweet that i was unable to eat it, according to the price the food was not at all tasty, waste of money, only the service and ambiance was good",1 star,moderate,Mughlai restaurant
piyush jadhav,Best place to have dinner with family n friends. Maja aala pura😋😋.. …,5 stars,moderate,Mughlai restaurant
Ganesh More,Loved the Biryani they served it was awesome... I had such a biryani after a long time... Muhaaa loved it...,5 stars,moderate,Mughlai restaurant
Avinash Bajgude,Nice delicious non vegetarian restaurant,4 stars,moderate,Mughlai restaurant
Anshuman Singh,Food was quite good!!  But the service is really not taken care of! Wouldnt suggest for families,2 stars,moderate,Mughlai restaurant
Joshua Dsouza,Amazing Food and even better service... Top marks on Quality.,5 stars,moderate,Mughlai restaurant
Paraskumar Gupta,"This place is amazing for non veg foods like jeena fry ,chicken roll, butter chicken the interior is too awesome",5 stars,moderate,Mughlai restaurant
Ayesha Khan,Staff is very arrogant and service is very slow...  And food was okay okay.... Don't waste your money and time on this restaurant...... 😒☹☹😣😣😖😖 …,1 star,moderate,Mughlai restaurant
Gamal Sultan,Very tasty food. The ambient is ok. Every table is separated by curtains from the rest for improved privacy.,4 stars,moderate,Mughlai restaurant
ONE WAY CREW,Yesterday i visited to ahemd bhai with my family the taste is amazing it is good for non veg food the service is good chicken tandoori is too good chicken roll is too good,4 stars,moderate,Mughlai restaurant
Anant Patil,"Very good in taste! More than satisfactory! The seating arrangement, ambiance...everything is just good!",4 stars,moderate,Mughlai restaurant
Dijo Mathews,"The kebabs here are amazing, don't bother with the quality if service, there is always rush here, so it is advisable to go early as booking are not taken here.",4 stars,moderate,Mughlai restaurant
Pappu Kumar,This is nice place to have the lunch,4 stars,moderate,Mughlai restaurant
Pradu Landge,Osm place in nerul...best non veg food ....dishses quality n quantity is best....outstanding staff.....,5 stars,moderate,Mughlai restaurant
