"rest_id","rest_name","rest_budget","rest_rating","rest_rev_count","address","main_category","categories","rest_location","feature_opinions"
"ChIJBRXm4TXH5zsRmckMCVYTfxw","Spice Laundry",2,"4.3",1349,"2nd floor Spice Laundry Amul commercial society Ltd E Rd No 1 opp BMC Office Chembur Gaothan Chembur Mumbai Maharashtra 400071","Cafe","{Cafe,""Vegetarian cafe and deli"",""Vegetarian restaurant""}","chembur","{""size - good"",""ambience - good"",""food - excellent""}"
"ChIJU3hf733H5zsRdUVgNTIetBc","Spice Laundry",2,"4.4",1048,"Spice Laundry 1st floor Amul commercial society Ltd Rd No 1 opp BMC office Chembur E Mumbai Maharashtra 400071","Modern Indian restaurant","{""Modern Indian restaurant""}","chembur","{""experience - enjoyable"",""dining - memorable"",""ambience - good""}"
"ChIJD6aguqXI5zsRuWZ9bUDzcE8","Guruprasad Bar  Restaurant",1,"4.0",570,"Guruprasad Bar  Restaurant Wasan House Opposite Sion  Trombay Rd Chembur Mumbai Maharashtra 400071","Bar","{Bar,""Chinese restaurant"",""South Indian restaurant""}","chembur","{""food - good"",""food - nice"",""cost - high""}"
"ChIJNeEqCgnG5zsRxbyCcVJtU7k","India Bistro",2,"4.6",4859,"India Bistro Opp To Tiss Sion Trombay Road Deonar Chembur Mumbai Maharashtra 400088","Indian restaurant","{""Indian restaurant"",""North Indian restaurant""}","chembur","{""atmosphere - awesome"",""starters - great"",""chole - nice""}"
"ChIJVVVVVVHP5zsRt7mKjT5uGzk","Vaishali Garden",2,"4.2",2346,"1 Floor Vaishali Garden Navketan Building Railway Station Narayan Gajanan Acharya Marg opp Chembur Chembur West Chembur Gaothan Chembur Mumbai Maharashtra 400071","North Indian restaurant","{""North Indian restaurant"",Bar,""Indian restaurant""}","chembur","{""food - good"",""service - good"",""ambiance - great""}"
"ChIJBzORxajI5zsRZWmC_lYvM8M","Golden Lawn",1,"4.1",1992,"Golden Lawn Krishna Baug Ramakrishna Chemburkar Marg opp Fine Art Chembur Gaothan Chembur Mumbai Maharashtra 400071","Indian restaurant","{""Indian restaurant"",""Fine dining restaurant"",""Mughlai restaurant"",""Non Vegetarian Restaurant"",""Vegetarian restaurant""}","chembur","{""place - good"",""staff - polite"",""restaurant - perfect""}"
"ChIJVVVVpQXG5zsRLb0s8AIN5D4","The Unique Family Restaurant",1,"4.2",826,"The Unique Family Restaurant Narayan Gajanan Acharya Marg near Kolekar Hospital Santosh Nagar Ghatla Chembur Mumbai Maharashtra 400071","Family restaurant","{""Family restaurant""}","chembur","{""place - good"",""service - good"",""food - tasty""}"
"ChIJfYFjMxrG5zsRLqDbLCrQ8Ec","Oceanic Restaurant",2,"4.1",455,"Oceanic Restaurant Balkrishna Center Building 1st Floor E Narayan Gajanan Acharya Marg Chembur Gaothan Chembur Mumbai Maharashtra 400071","Seafood restaurant","{""Seafood restaurant"",""Buffet restaurant"",""Chinese restaurant""}","chembur","{""price - Worst"",""family - tremendous"",""buffet - delicious""}"
"ChIJ7R2EfDrH5zsRkUrpc7DkmHc","House of KO",2,"4.3",327,"Shop 1 House of KO Agarwal building Waman Tukaram Patil Marg opp Shatabdi hospital near KTM motorcycle shop Ghatla Chembur Mumbai Maharashtra 400071","Restaurant","{Restaurant}","chembur","{""service - good"",""aesthetics - Great"",""space - good""}"
"ChIJDzwAWmbH5zsRrOczxJecNPo","Be at One",2,"4.3",142,"2nd Floor Be at One Basant Vihar Commercial Complex Unit No 6 Cubic Mall Dr CG Rd Chembur Mumbai Maharashtra 400074","Restaurant","{Restaurant}","chembur","{""food - excellent"",""service - great"",""options - available""}"
"ChIJQUjDHrfH5zsRZnwNLt1h66o","Shivkrupa Family Restaurant",2,"4.3",235,"Shivkrupa Family Restaurant Shop no 5 MankhurdGhatkopar Link Road Tjunction Jeejabai Bhosale Marg PMG COLONY Mankhurd near Mangal Murti Apartment Mumbai Maharashtra 400043","Family restaurant","{""Family restaurant""}","mankhurd","{""staff - friendly"",""arrangement - comfortable"",""wownon - Simple""}"
"ChIJAatQCKvH5zsRwFLzOPK2euk","Naadbramha Idli",2,"4.9",104,"Shop No7 Naadbramha Idli Station Rd Mankhurd W Phule Nagar Mankhurd Mumbai Maharashtra 400088","Restaurant","{Restaurant,""Fast food restaurant""}","mankhurd","{""food - Best"",""food - neat"",""food - good""}"
"ChIJy2oW4XrG5zsRp3d25C8BpzM","AlMadina Hotel",2,"4.0",54,"AlMadina Hotel Al Madina Hotel Indira nagar 30 fut road New Mandala Mankhurd Mumbai Maharashtra 400043","Restaurant","{Restaurant}","mankhurd","{""service - fast"",""hotel - good"",""hotel - Best""}"
"ChIJGwqqQzTJ5zsRwswotXyaW5s","Wosti food corner",2,"4.0",47,"Wosti food corner 7 luiza dmello house east Station Rd opposite to ram temple Mankhurd Mumbai Maharashtra 400088","Restaurant","{Restaurant}","mankhurd","{""Taste - good"",""staff - good"",""mark - upto""}"
"ChIJI7vAPY3H5zsRpxLxKiH2bzA","Highway 88",2,"4.4",44,"Highway 88 Shrikrishna Nagar Agarwadi Mankhurd Mumbai Maharashtra 400088","Bar  grill","{""Bar  grill""}","mankhurd","{""food - Amazing"",""drinks - Best"",""starters - Amazing""}"
"ChIJFRzya0bH5zsR3aKF24_q4ko","Golden food restaurant",2,"4.3",43,"Golden food restaurant 30 Feet Rd Indira Nagar Kamala Nagar Shivaji Nagar Mumbai Maharashtra 400043","Restaurant","{Restaurant}","mankhurd","{""food - nice"",""restaurant - tasty"",""value - Good""}"
"ChIJVyt9gnnG5zsRAAAA0COKURQ","Shree Wadeshwar Hotel",2,"4.6",20,"Shop No 02 Shree Wadeshwar Hotel near Mankhurd Maharashtra Nagar Mankhurd Mumbai Maharashtra 400088","Restaurant","{Restaurant}","mankhurd","{""veg - pure"",""tiffin - regular"",""Taste - awesome""}"
"ChIJfwsD_AzH5zsR9qTP-pP8b-o","PATEL HOTEL",2,"4.2",17,"2WXJXR4 PATEL HOTEL Mankhurd W Ambedkar Nagar 2 Jyotirling Nagar Mankhurd Mumbai Maharashtra 400043","Indian restaurant","{""Indian restaurant""}","mankhurd","{}"
"ChIJe8O0_W3G5zsRcBxHEj1vWuA","Raju Restaurant",2,"4.6",15,"3W4H88V Raju Restaurant Raju restaurantPmgp colony mohite patil nagar near madha tower Mankhurd W Mumbai 400043","Restaurant","{Restaurant}","mankhurd","{""chicken - delicious"",""price - readable"",""price - Vegetarian""}"
"ChIJr7SGRaXH5zsRbkqZVmY9Mo4","MOMS KITCHEN",2,"4.9",15,"MOMS KITCHEN 3 mohan bhai wadi near Ashtavinayak CHS LTD mankurd Mumbai Maharashtra 400088","Fast food restaurant","{""Fast food restaurant""}","mankhurd","{""place - good"",""quote - silent""}"
"ChIJZfOCcXrH5zsRkNutv11Ecak","A3 Cube Chinese",2,"4.6",11,"A3 Cube Chinese Station Rd near Ram Mandir EAST Mankhurd Mumbai Maharashtra 400088","Restaurant","{Restaurant}","mankhurd","{""quality - Best"",""food - neat"",""food - clean""}"
"ChIJp7TVzzjH5zsR_61f926aiI8","GANESH HOTEL",2,"4.4",10,"GANESH HOTEL Shop No 03 Mandala 30feet Road 400043 near Ramlal Hotel Mankhurd Mumbai Maharashtra 400043","Fast food restaurant","{""Fast food restaurant""}","mankhurd","{""hotel - famous""}"
"ChIJeaNQS2LH5zsRDPe7-BQ3UM8","Shyam restaurant",2,"4.9",10,"C23 Shyam restaurant shoping center H3 Block Deonar Municipal Colony Deonar Govandi East Mumbai Maharashtra 400043","Restaurant","{Restaurant}","mankhurd","{""cuisine - affordable"",""food - Good""}"
"ChIJQxmKEU3H5zsRp2FXebK13Y8","Star Chinese",2,"4.5",4,"3W3PQQ6 Star Chinese Matang Rishi Nagar 30 Feet Rd Mandala Mankhurd Mumbai Maharashtra 400043","Chinese restaurant","{""Chinese restaurant"",Restaurant}","mankhurd","{}"
"ChIJA-j5-SrH5zsRHxr-xdJpPsw","A 1 Chanise Food",2,"5.0",2,"A 1 Chanise Food Lohar Chal Janta Nagar Mandala Mankhurd Mumbai Maharashtra 400043","Fast food restaurant","{""Fast food restaurant""}","mankhurd","{""tastegood - similar"",""serviceCleanness - less"",""Kidfriendliness - less""}"
"ChIJOZqNkHrG5zsRN9R92c89eNk","Food Way Restaurant",2,"4.2",248,"Food Way Restaurant Gala No 78 Scrap Market Matang Rishi Nagar Mankhurd near Mankhurd Signal Mumbai Maharashtra 400043","Family restaurant","{""Family restaurant""}","mankhurd","{""price - reasonable"",""dishes - good"",""service - aware""}"
"ChIJ12bX0r_H5zsRpPS4Pjp6gjo","WAH JI WAH restaurant",2,"4.0",184,"WAH JI WAH restaurant Dr Zakir Hussain Nagar Mumbai Maharashtra 400043","Indian restaurant","{""Indian restaurant""}","mankhurd","{""lot - nice"",""beverage - Soft"",""price - resneable""}"
"ChIJR3oghs3H5zsR0F2wOgqWRWA","Mumbai Shawarma Hub",2,"5.0",38,"Mumbai Shawarma Hub Mankhurd East Mankhurd Gaon Mankhurd Mumbai Maharashtra 400088","Fast food restaurant","{""Fast food restaurant""}","mankhurd","{""test - good"",""test - nice"",""Quality - Excellent""}"
"ChIJZaviiXPG5zsRthJsPXVg7KU","Indian Chopstick",2,"4.7",15,"Indian Chopstick 26B 18 Hiranandani Akruti Lallubhai Compound Mankhurd Mumbai Maharashtra 400043","Chinese restaurant","{""Chinese restaurant""}","mankhurd","{""star - good"",""soya - black"",""vegetables - uncooked""}"
"ChIJV9MFL7DH5zsR_xdk0BFlRUA","Aniket Fast Food",2,"4.0",1,"Shop No 01 Aniket Fast Food Road Ekta Nagar Mandala Mankhurd Mumbai Maharashtra 400043","Fast food restaurant","{""Fast food restaurant""}","mankhurd","{}"
"ChIJGTLQyi_G5zsRgAvfkTHLMaI","Granville Greens Ghatkopar",1,"4.1",1981,"Granville Greens Ghatkopar 1 Ramnarayan Narkar Marg next to R Odeon Mall MHADA Colony Pant Nagar Ghatkopar East Mumbai Maharashtra 400077","Vegetarian restaurant","{""Vegetarian restaurant"",""Chinese restaurant"",""Gujarati restaurant"",""Italian restaurant"",""Mexican restaurant""}","ghatkopar","{""food - amazing"",""ambience - good"",""items - available""}"
"ChIJF_GK4yXG5zsRMvM9A2WsXgc","Blossom The Fusion Spot",1,"4.1",1786,"Blossom The Fusion Spot Jhulelal Chowk Sindhu Wadi Ghatkopar E Mumbai Maharashtra 400077","Fusion restaurant","{""Fusion restaurant"",""Fast food restaurant""}","ghatkopar","{""service - quick"",""jain - good"",""cream - Good""}"
"ChIJkyF26zHG5zsRVtkRX_Bv9YA","Jassi Restaurant And Bar",1,"4.1",320,"Jassi Restaurant And Bar Shop no 19  Vallabh Society 90 Feet Rd Pant Nagar Ghatkopar East Mumbai Maharashtra 400075","Restaurant","{Restaurant,Bar}","ghatkopar","{""place - Good"",""food - Good"",""restorent - Good""}"
"ChIJHZ-Dv0LH5zsRACElcgpEF1Y","Monica family RestaurantBar",2,"4.4",262,"Monica family RestaurantBar New 90 Feet Rd Park Society Pant Nagar Ghatkopar East Mumbai Maharashtra 400075","Family restaurant","{""Family restaurant""}","ghatkopar","{""quality - good"",""family - new"",""family - great""}"
"ChIJJWOXyC7G5zsR9Bh0ThpuhoQ","Achija Veg Restaurant",1,"4.4",12590,"Achija Veg Restaurant 1 Gala Garden View Society Valabhbagh Lane Tilak Rd Mumbai Maharashtra 400077","Vegetarian restaurant","{""Vegetarian restaurant""}","ghatkopar","{""service - prompt"",""veg - wonderful"",""staff - attentive""}"
"ChIJXw7SPy3G5zsR8l4ihzIqeF8","Neo Welcome Restaurant",1,"4.0",2829,"Neo Welcome Restaurant 15B Station Road Shival Nagar CGS Colony Opp Ghatkopar West Mumbai Maharashtra 400086","South Indian restaurant","{""South Indian restaurant"",""Breakfast restaurant"",""Vegetarian restaurant""}","ghatkopar","{""beans - green"",""food - good"",""food - Indian""}"
"ChIJjYvbxC7G5zsR1s2rxg4DTjc","Pavilion Veg Restaurant",1,"4.3",2050,"Pavilion Veg Restaurant Happy Home Vallabh Baug Ln Raja Wadi Sindhu Wadi Ghatkopar East Mumbai Maharashtra 400077","Punjabi restaurant","{""Punjabi restaurant"",Bar,""Family restaurant"",""North Indian restaurant"",""Vegetarian restaurant""}","ghatkopar","{""food - good"",""Food - best"",""Food - good""}"
"ChIJZTBy6IrH5zsRjbnXMOjwM-M","Hotel Popular",1,"4.2",1503,"Hotel Popular 101 Hingwala Ln Saibaba Nagar Pant Nagar Ghatkopar East Mumbai Maharashtra 400077","Vegetarian restaurant","{""Vegetarian restaurant"",""Indian restaurant""}","ghatkopar","{""staff - attentive"",""hell - huge"",""staff - casual""}"
"ChIJdVhK1zHG5zsRu_Juqj7SiXM","Garden restaurant",1,"4.3",1265,"Garden restaurant 209 90 Feet Rd Krishna Krupa Society Garodia Nagar Ghatkopar East Mumbai Maharashtra 400075","Restaurant","{Restaurant,Bar,""Family restaurant"",""Vegetarian restaurant""}","ghatkopar","{""food - best"",""place - wise"",""Visit - wise""}"
"ChIJe8vwocfH5zsRjVUnMY778VE","RSteam Hot",2,"4.3",707,"Shop No 10a RSteam Hot Kailash Plaza Vallabh Baug Ln MHADA Colony Pant Nagar Ghatkopar East Mumbai Maharashtra 400077","Fast food restaurant","{""Fast food restaurant""}","ghatkopar","{""owners - friendly"",""cheese - garlic"",""taste - good""}"
"ChIJDyVhj4nH5zsRTWmuGlGA628","Trio Spice Restaurant",1,"4.6",572,"Shop 12 Trio Spice Restaurant 13 Jhulelal Chowk Sindhu Wadi Ghatkopar East Mumbai Maharashtra 400077","Indian restaurant","{""Indian restaurant"",""Chinese restaurant"",""Fine dining restaurant"",Restaurant,""South Indian restaurant""}","ghatkopar","{""food - good"",""dishes - good"",""taste - good""}"
"ChIJL7E8RAfH5zsR6g_WrceTcYg","Manis cafe",2,"4.4",546,"Manis cafe Odeon Apartments Ramnarayan Narkar Marg Janak Kutir MHADA Colony Pant Nagar Ghatkopar East Mumbai Maharashtra 400077","South Indian restaurant","{""South Indian restaurant"",""Vegetarian restaurant""}","ghatkopar","{""coffee - best"",""options - Vegetarian"",""dining - overall""}"
"ChIJq6qqqs_H5zsRWiDt51g1_QU","Sundeep Restaurant",2,"4.0",325,"Sundeep Restaurant 1st Floor Rangwala Building Railway Station above Bharat Cafe opposite Ghatkopar West Mumbai Maharashtra 400086","Indian restaurant","{""Indian restaurant"",Bar,""Chinese restaurant"",""Family restaurant""}","ghatkopar","{""food - lousy"",""tandoori - awesome"",""dishes - yummy""}"
"ChIJoxhgB3_H5zsRa6Id4eSmX_4","Soo Cheezy",2,"4.0",207,"Soo Cheezy Shop No1 Ghatkopar New Happy Home Coop Hsg Society Ltd Tilak Rd opp Gurukrupa Restaurant Ghatkopar East Mumbai Maharashtra 400077","Fast food restaurant","{""Fast food restaurant""}","ghatkopar","{""cheese - non"",""packaging - lockdown"",""food - ready""}"
"ChIJ2Y6dsCK35zsRav_xJ5hUMWo","Ayyappan pure veg Ghatkopar",2,"4.5",137,"Shop no 5 Ayyappan pure veg Ghatkopar Commercial Building Parek Patel Chowk opp SAI INFOTECH Ghatkopar East Mumbai Maharashtra 400077","South Indian restaurant","{""South Indian restaurant"",Hotel,""Vegetarian restaurant""}","ghatkopar","{""food - tasty"",""chutneys - fresh"",""offc - daily""}"
"ChIJZVd2CS3G5zsR2N9StPvFZ7A","BouganVilla",2,"4.4",4118,"Ground Floor BouganVilla Neelyog Square Mall opp Metro  Railway Station Shival Nagar Saibaba Nagar Pant Nagar Ghatkopar East Mumbai Maharashtra 400077","Vegetarian restaurant","{""Vegetarian restaurant"",Bar,""Buffet restaurant"",""Chinese restaurant"",Hotel,""Italian restaurant""}","ghatkopar","{""food - good"",""food - Amazing"",""staff - Amazing""}"
"ChIJrXamZ87H5zsRxpMI0Vdm8TY","Vishwa Bharat Fine Dine",2,"4.2",1330,"Vishwa Bharat Fine Dine Laxmi Shopping Centre Hirachand Desai Rd Ghatkopar West Mumbai Maharashtra 400086","North Indian restaurant","{""North Indian restaurant"",Bar,""Chinese restaurant"",""Continental restaurant"",""Delivery service"",""Fine dining restaurant"",""Italian restaurant"",""Takeout restaurant"",""Pizza restaurant"",""Punjabi restaurant""}","ghatkopar","{""service - good"",""service - great"",""food - Good""}"
"ChIJv7Ia-iXG5zsRIReXRVBvW2E","Mi FAVORITO  LA CASA DE FUSION CENAR",1,"4.0",827,"Shop No5 Mi FAVORITO  LA CASA DE FUSION CENAR Parvati Sadan Tilak Rd near Balaji Temple opp Annapurna Industrial Estate Raja Wadi Maheshwar Nagar Sindhu Wadi Ghatkopar East Mumbai Maharashtra 400077","Fast food restaurant","{""Fast food restaurant""}","ghatkopar","{""service - quick"",""food - good"",""portions - fair""}"
"ChIJuYFDs37H5zsRC3vS9ixxroM","5 Spice Ghatkopar",2,"4.0",114,"5 Spice Ghatkopar BILLI BUNGLOW GHATKOPAR Mahatma Gandhi Rd opp SINDHU WADI Mumbai Maharashtra 400077","Chinese restaurant","{""Chinese restaurant""}","ghatkopar","{""veg - pure"",""service - quick"",""food - amazing""}"
"ChIJ6TSElZjH5zsRrzznvGJ1tKU","Fusion Zaika",2,"4.3",66,"Fusion Zaika Bus stop Eastern Express Hwy near Nalanda Nagar Ghatkopar Nalanda Nagar Ghatkopar East Mumbai Maharashtra 400075","Family restaurant","{""Family restaurant""}","ghatkopar","{""prices - finest"",""dining - exceptional"",""selfy - testy""}"
"ChIJjzlk9ovI5zsRXkWpJBpMrzE","Sahara Hotel",1,"4.2",8636,"Sahara Hotel Aero View Housing Society CHS Lal Bahadur Shastri Marg near Bank Of Baroda Kurla West Kurla Mumbai Maharashtra 400070","Family restaurant","{""Family restaurant"",""Non Vegetarian Restaurant"",Restaurant}","kurla","{""superrrr - Nice"",""arrangements - Nice"",""lime - sweet""}"
"ChIJaWC1XTrJ5zsREAWULwrlW1o","Persian Darbar",2,"4.2",5422,"Shop no Persian Darbar Kanakia Zillion 17 Lal Bahadur Shastri Marg Kurla West Kurla Mumbai Maharashtra 400070","Restaurant","{Restaurant}","kurla","{""food - amazing"",""food - tasty"",""staff - polite""}"
"ChIJUaFKYX3I5zsRYu4CleRNJZo","Pop Tates Kurla",1,"4.2",4585,"Pop Tates Kurla 83 Lal Bahadur Shastri Marg PatelwadiKurla Kamani Kurla West Kurla Mumbai Maharashtra 400070","Restaurant","{Restaurant,Bar,""Continental restaurant"",""Indian sizzler restaurant"",""Italian restaurant""}","kurla","{""ambiance - nice"",""music - good"",""place - good""}"
"ChIJE81GBI3I5zsR_WbE_9mCe4o","Barbeque Nation",2,"4.4",4332,"Unit S  49  50 Barbeque Nation Lal Bahadur Shastri Marg PatelwadiKurla Kurla West Kurla Mumbai Maharashtra 400070","Barbecue restaurant","{""Barbecue restaurant"",""Buffet restaurant"",""Dessert restaurant"",""Indian restaurant"",Restaurant}","kurla","{""service - attentive"",""deserts - delicious"",""grill - interactive""}"
"ChIJd2sk_ozI5zsRpdEox68Bc5Q","Janata Tawa  Grill",1,"4.1",3369,"Shop No123 Janata Tawa  Grill Rassi Wala Chawl Lal Bahadur Shastri Marg nr DCB Bank LL Friends Colony Kurla West Kurla Mumbai Maharashtra 400070","Mughlai restaurant","{""Mughlai restaurant"",""Non Vegetarian Restaurant""}","kurla","{""experience - awesome"",""dinner - perfect"",""time - perfect""}"
"ChIJ4UPBJ3LJ5zsR11-Y3XFf-Jg","Punjab Grill  Kurla",2,"4.1",1292,"Shop 81  82 Punjab Grill  Kurla First Floor PHOENIX MARKETCITY Lah Bahadur Shastri Rd Sunder Baug Ln Junction Kurla Mumbai Maharashtra 400070","Punjabi restaurant","{""Punjabi restaurant"",Grill,""Fine dining restaurant"",""North Eastern Indian restaurant"",Restaurant}","kurla","{""veg - non"",""service - good"",""ambiance - decent""}"
"ChIJX1GIn3zJ5zsRArC5WuPxiVk","Turkey Junction Restaurant",2,"4.0",776,"Shop No Turkey Junction Restaurant Weight Bridge 1 Lal Bahadur Shastri Marg behind Kurla Friends Colony Kurla West Kurla Mumbai Maharashtra 400070","Turkish restaurant","{""Turkish restaurant""}","kurla","{""food - Turkish"",""dish - salty"",""chicken - expensive""}"
"ChIJR-FENOvI5zsRaQoKOUpJPg8","Veg Sutra Kurla",1,"4.0",693,"Veg Sutra Kurla A 176 Lal Bahadur Shastri Marg near Gol Building Kurla West Kurla Mumbai Maharashtra 400070","Vegetarian restaurant","{""Vegetarian restaurant"",""Food court"",""North Indian restaurant"",""Vegetarian cafe and deli""}","kurla","{""food - amazing"",""quality - great"",""gravy - thick""}"
"ChIJB6fUybnJ5zsRQvoq4V1Re0Y","Shizusan Kurla",2,"4.4",418,"F 97 Shizusan Kurla Phoenix Market City Fire Station Lal Bahadur Shastri Marg near Kurla PatelwadiKurla Ashok Nagar Kurla Mumbai Maharashtra 400070","PanAsian restaurant","{""PanAsian restaurant"",""Chinese restaurant"",""Indonesian restaurant"",""Japanese restaurant"",""Korean restaurant"",""Malaysian restaurant"",Restaurant,""Southeast Asian restaurant"",""Thai restaurant"",""Vietnamese restaurant""}","kurla","{""Experience - significant"",""pan - Asian"",""sister - allergic""}"
"ChIJj5jPmZPI5zsRAirpmp6ggHQ","Prakash Restaurant",2,"4.2",207,"Prakash Restaurant Municipal Office 3VCH5CP Laxman Rao Yadav Market SG Barve Marg behind L Ward Kurla West Mumbai Maharashtra 400070","Seafood restaurant","{""Seafood restaurant"",""Indian restaurant"",""Maharashtrian Restaurant""}","kurla","{""veg - non"",""food - Good"",""sea - Good""}"
"ChIJYyxce33I5zsRnAkAi1bQxbg","Urban Tadka Kurla",1,"4.2",2704,"Unit S Urban Tadka Kurla 46 Lal Bahadur Shastri Marg Kamani Kurla West Kurla Mumbai Maharashtra 400070","North Indian restaurant","{""North Indian restaurant""}","kurla","{""experience - Overall"",""food - exceptional"",""dining - delightful""}"
"ChIJdSJtFY3I5zsRh0UrALRt0xU","Lucknow Zaika Restaurant",1,"4.4",793,"3VCGQ8R Lucknow Zaika Restaurant Near Peninsula Park LBS Marg Kurla  W  Mumbai Maharashtra 400070","North Indian restaurant","{""North Indian restaurant"",""Indian restaurant"",Restaurant}","kurla","{""quality - good"",""restaurant - Amazing"",""creativity - Exceptional""}"
"ChIJO5nZvIfI5zsRhZOuiKbAadg","Naaz Hotel Family Restaurant",1,"4.2",10637,"Shop No Naaz Hotel Family Restaurant Kantharia Mahal 22 Lal Bahadur Shastri Marg Opposite phoenix market city Kurla Garden Kurla West Kurla Mumbai Maharashtra 400070","North Indian restaurant","{""North Indian restaurant"",""Mughlai restaurant"",""Non Vegetarian Restaurant""}","kurla","{""food - good"",""experience - great"",""veg - non""}"
"ChIJzVfPuZLI5zsR0pnicyHhYw8","Deluxe Restaurant",0,"4.2",5469,"Shop No2 Deluxe Restaurant Mubeen Manzil Bus Depot Kural West Lal Bahadur Shastri Marg near Kurla Mumbai Maharashtra 400070","Family restaurant","{""Family restaurant"",""Breakfast restaurant"",""Fine dining restaurant"",""Mughlai restaurant"",""Non Vegetarian Restaurant"",""Seafood restaurant"",""Vegetarian restaurant""}","kurla","{""service - good"",""food - great"",""experience - exceptional""}"
"ChIJyQYwp7zJ5zsRjKRA-HRnxOo","Istanbul Darbar",1,"4.4",610,"Shop No 45A Istanbul Darbar Plot 211 Lal Bahadur Shastri Marg near kalpana theatre Friends Colony Kurla West Kurla Mumbai Maharashtra 400070","Turkish restaurant","{""Turkish restaurant"",""Barbecue restaurant"",""Biryani restaurant"",""Doner kebab restaurant"",""Family restaurant"",""Fine dining restaurant"",""Halal restaurant"",""Indian restaurant"",""Meal delivery"",Restaurant}","kurla","{""ambience - beautiful"",""dining - overall"",""food - delicious""}"
"ChIJ1eT6k-rI5zsRnXNTNv8IRdk","Food King Restaurant",1,"4.2",500,"Food King Restaurant 70 Lal Bahadur Shastri Marg opp Islamia Bakery Kurla West Kurla Mumbai Maharashtra 400070","Mughlai restaurant","{""Mughlai restaurant"",""Chinese restaurant""}","kurla","{""food - favourite"",""resturant - hygienic"",""staff - Tasty""}"
"ChIJ5wXHYlvJ5zsR_nKkbpvxTtM","Urban jalsa restaurant",2,"4.1",372,"Urban jalsa restaurant Shop No3 plotno5 LBS Marg New Mill Rd near habib hospital Kurla West Mumbai Maharashtra 400070","Restaurant","{Restaurant,""Chinese restaurant"",""Fast food restaurant"",""Indian restaurant"",""Mughlai restaurant""}","kurla","{""hotel - best"",""good - good"",""restaurant - worst""}"
"ChIJU76zYn3I5zsRvt5Bu4XNH8Y","Pukhtaan",2,"4.2",278,"3VPQMM8 Pukhtaan Lal Bahadur Shastri Marg Kamani Kurla West Kurla Mumbai Maharashtra 400070","Restaurant","{Restaurant}","kurla","{""place - expensive"",""ambience - good"",""service - delicious""}"
"ChIJCQVJz5fJ5zsRhiRzIDwlsbY","Cafe Amber",2,"4.2",151,"Cafe Amber A 63 Kismat Nagar CST Road Kurla West Mumbai Maharashtra 400070","Restaurant","{Restaurant,""Chinese restaurant"",""Family restaurant"",""North Indian restaurant""}","kurla","{""place - good"",""part - best"",""cost - Good""}"
"ChIJybsU3KzJ5zsRR0g0coiXhk4","Bombay Wok  Kurla",2,"4.6",34,"Bombay Wok  Kurla Shop no A1 Ground floor Building No 85 Kurla Kunj Kanya CHS Nehru Nagar Kurla Mumbai Maharashtra 400024","Chinese restaurant","{""Chinese restaurant""}","kurla","{""quality - good"",""wok - special"",""sizzler - amazing""}"
"ChIJJ2EOadPI5zsR4ryKBLB34to","Cafe Istaa",1,"4.5",4240,"Cafe Istaa New CHS Ltd 12A1 RL Kelkar Rd Sion West Sion Mumbai Maharashtra 400022","Cafe","{Cafe,""Breakfast restaurant"",""Coffee shop"",""Vegetarian restaurant""}","sion","{""ambience - perfect"",""cafe - indoor"",""size - good""}"
"ChIJCdFjc97J5zsRxpc7KB43uJA","La Pinoz Pizza Sion",1,"4.1",2046,"La Pinoz Pizza Sion A87 Rd Number 24 Sindhi Colony Sion Mumbai Maharashtra 400022","Pizza restaurant","{""Pizza restaurant"",""Fast food restaurant""}","sion","{""pizza - best"",""pizza - prompt"",""corn - sweet""}"
"ChIJ0YNRdvDP5zsR0xAD8OqPl-0","1441 Pizzeria Sion",1,"4.4",36,"1441 Pizzeria Sion Shop No 5 Plot No 263 Shri Narottom Niwas CHS Ltd Sion Main Rd Sion Mumbai Maharashtra 400022","Pizza restaurant","{""Pizza restaurant""}","sion","{""v - happy"",""guys - happy"",""packaging - thin""}"
"ChIJVaTmhy3P5zsRDBVcY4UnQpA","Hardeep Punjab Sion Koliwada",1,"4.3",5711,"Hardeep Punjab Sion Koliwada Om Shiv Shakti GTB Nagar JK Bhasin Marg Sion Koliwada opposite Building No1 GTBNagar Sector V Sion East Antop Hill Mumbai Maharashtra 400037","Punjabi restaurant","{""Punjabi restaurant""}","sion","{""veg - non"",""comrades - grand"",""refuge - grand""}"
"ChIJq6qqttLI5zsRiPpeR-bkIqY","Sion Lunch Home",1,"4.1",4757,"Sion Lunch Home 11 Harak Niwas near Railway Station Sion Railway Colony Sion East Mumbai Maharashtra 400022","Seafood restaurant","{""Seafood restaurant"",""Karnataka restaurant""}","sion","{""veg - non"",""food - good"",""chicken - sukka""}"
"ChIJ0fm5JM7I5zsR0_VIAusGlWw","Modern Lunch Home",1,"4.1",3139,"Modern Lunch Home 5 Harak Niwas Opposite Bank Of Baroda Near Railway Station Station Rd Sion West Sion Mumbai Maharashtra 400022","Seafood restaurant","{""Seafood restaurant"",""Karnataka restaurant"",""South Indian restaurant""}","sion","{""fish - pomfret"",""items - excellent"",""fish - Pomfret""}"
