Reviewer,Review,Rating,Expense,Type
Shubham Singh,This was a great experience visiting here. Had visited here for a lunch and had lots n lots of fun. Food was amazing  and delicious. Staff was very humble and kind.,5 stars,expensive,Barbecue restaurant
Chaitanya Kulkarni,Amazing starters as always! Lunch is not that great but doesn't matter much. Desserts are nice and the street food festival items were amazing!,5 stars,expensive,Barbecue restaurant
Beena Babu,"Place is great.. They gave special food and consideration for my toddler.. That made it extra special.. Moreover, they don't accept tips no matter how hard we insist, which is unusual at any restaurant",5 stars,expensive,Barbecue restaurant
Suleman Quadri,Excellent food and services,5 stars,expensive,Barbecue restaurant
Sagar Bhingare,"Very pathetic service. Specially in nerul. They themselves don't know what to do. They were only entertaining customer. The managment was very bad. There were no proper food in main course, all dessert was not there. Today was the last in …",1 star,expensive,Barbecue restaurant
poonam chavan,"Loved it, I visited with my family on sista's birthday party. It was superb experience I had ever..... they cut cake and we enjoyed a lot.",5 stars,expensive,Barbecue restaurant
krunal bhoir,Not atall tasty food and is also not upto the mark,1 star,expensive,Barbecue restaurant
Akanchha Chauhan,"Perfect place to hangout with friends. Food is excellent, location is good and the staff is courteous. Weekends extremely busy so please make reservations before.",5 stars,expensive,Barbecue restaurant
Shivani Kapadi,"Nice place to visit with friends and family
Great ambiance with great buffet menu
I visited this place during food fest, it was a great experience …",5 stars,expensive,Barbecue restaurant
Avadh Bihari,Not a great place for vegetarians. I don't understand why these buffet places make below average food. Good for service and ambience. Spent around 3 hours with family.,3 stars,expensive,Barbecue restaurant
Paritosh Gupta,Excellent food!! Good service. There are 4 or 5 different types of syrups to put on your ice creams!! The management is especially nice.,5 stars,expensive,Barbecue restaurant
Praveen Kumar Bachu,Had been to this outlet for about 4 times. The excellent part of this outlet is the service and taste of the food. The ambience of BBQ is great as such. Will be going henceforth to this outlet as and when possible.,5 stars,expensive,Barbecue restaurant
Siddhesh Panchal,"There is always good quality food. Every time when I visit to this I just enjoy it.
Please once a time go to this place
Price is slightly high but its worth it",4 stars,expensive,Barbecue restaurant
Niraj . M . Kushwaha,Awesome for non veg and good to visit in afternoon,5 stars,expensive,Barbecue restaurant
Rajesh Patil,You can't find more of an buffet experience better than this,5 stars,expensive,Barbecue restaurant
manogat kumrotkar,Excellent service i like,5 stars,expensive,Barbecue restaurant
Shobana J,Service was awesome.. Wide varieties of food with excellent quality.. They help you celebrate your special occasions there with their own cake..,5 stars,expensive,Barbecue restaurant
Bharat Dalvi,"Good place, ample of food options but $$$.
well behaved staff. Complementary soft drinks  in afternoon but paid in evening. 5 stars for ambience.",5 stars,expensive,Barbecue restaurant
Pratika Petare,"Awesome place to hang out with friends and family and colleagues, food is realy good, service is quick and takes care of your preference.",4 stars,expensive,Barbecue restaurant
Indraneel Karfa,"Good food, unlimited quantities highly recommended if you are taking teenagers with good appetite. Good service and very accommodating, especially if you have food requirements like less spice etc.",4 stars,expensive,Barbecue restaurant
Sushant,Limited menu as compared to BBQ of other navi Mumbai locations. Taste was good. Desserts were lacking in Nerul ones.,3 stars,expensive,Barbecue restaurant
DHIRAJ PATIL,"Celebrated my wife's birthday along with my son , did online booking which was hassle free. Nice ambiance , good food quality & prompt service.",5 stars,expensive,Barbecue restaurant
rohan koli,Third class restaurant with with very bad quality uncooked and stale food.,1 star,expensive,Barbecue restaurant
Barsha Shah,its value for money. Great food no doubt including fulfilling desserts. Ambience is also quite good as you just go there to eat.,4 stars,expensive,Barbecue restaurant
Vijay Chaudhary,"So so place
Food not so good
Heard a lot about this place but It was a total disappointment …",2 stars,expensive,Barbecue restaurant
Sanjanaa Ganesh,Best place. Can visit with friends and family. Occasional cake was also awesome😍. Would recommend this to many people ❤️ …,5 stars,expensive,Barbecue restaurant
sumit singh,"Nice place for dinning with family and friends. If you want to get a special deal, do visit on mondays. They have a flat 599 offer on veg and non veg.",5 stars,expensive,Barbecue restaurant
Ninad Bhase,Nice place to chill out when in group.Food is tasty and price is worth especially visiting on MONDAY  and TUESDAY.service was also good.Overall nice experience,5 stars,expensive,Barbecue restaurant
Chirag Sharma,"The festivals they organize is great. Menu has become a bit boring now though.
Place is good. Food is above average.",4 stars,expensive,Barbecue restaurant
Gaurav Vijay,Nice food by friendly staff.,5 stars,expensive,Barbecue restaurant
Kinjal Shah,"One advice will be If you visiting BBQ, then do skip meals for the whole day so that you can enjoy the amazing food. The starters are so good that you would not be able to concentrate for other delicacies they offer.",5 stars,expensive,Barbecue restaurant
Shubham Mishra,Place was good... but felt like varieties were limited.  nice ambience and good quality of staff service,4 stars,expensive,Barbecue restaurant
Parikshit Babar,Must visit . Very reasonably priced buffet and totally worth the money . You will love their starters . They even serve crabs which are to die for . The service and staff are very hospitable . Definite value for money . Try their new kulfi counter - pretty decent .,4 stars,expensive,Barbecue restaurant
Lubna Tazeen,Best place for family lunch….. the staff is very polite ….. best service……,5 stars,expensive,Barbecue restaurant
Sourya Sengupta,It's almost the same in every major city. Great food especially the starters and desserts. Didn't really enjoy the main course. Ambience is quite good.,4 stars,expensive,Barbecue restaurant
Nikhil Karadge,Waited quite a lot time for going here. After my first visit visited here twice again. It's a bit costly ... Yes... But it's value for money if you planning for a brunch or heavy lunch out here. I would suggest don't go for dinner as you would have to pay more for going at night .,5 stars,expensive,Barbecue restaurant
Yadav kanchan,It's very  nice place .taste of food is very nice and delicious and multiple variety of starters.i really like this place and service is very good . And staff is very honest and good.,4 stars,expensive,Barbecue restaurant
Prashant badiger,I visited barbecue nation on my birthday in 2014. The service was fantastic and the food was really mouth watering. Especially the happy hours at barbeque nation was worth spending with friends. Would love to visit this place again,5 stars,expensive,Barbecue restaurant
Ritesh Mhatre,The food here is now repeated mostly of the food items are repeated need to change menu also the items are decrease and cost are increasing also the food quality is now not so good its below decent,2 stars,expensive,Barbecue restaurant
Anuj Garg,I visited barbeque nation just after it got opened from covid-19 pandemic ... Food and service is good .. alcohol were not available at its best but I would give them excuse of pandemic ... Do visit with family,4 stars,expensive,Barbecue restaurant
Mayur Ingle,"I have to say it's great dining out restaurant, having variety of food special for non vegetaria.
If you are planning for dinner than I would recommend you can skip your launch.",5 stars,expensive,Barbecue restaurant
Mariya,The food is fresh & delicious and staff is friendly & helpful.....Would definitely recommend this for small parties and cosy gatherings,5 stars,expensive,Barbecue restaurant
priyanka singh,Pathetic staff and services. Not at all customer focus. Because they have a booking of big groups the small family groups doesn't matter to them.,1 star,expensive,Barbecue restaurant
Bobby T,The food is good and extravagant(buffet) spare some space for main course rather than just starters. You need to be a foodie with a big stomach to get the most bang for your buck. The barbeque on your table is a  great idea. Drinks are not …,5 stars,expensive,Barbecue restaurant
Akshay Pathak,Go to place for barbeque but sometimes it has monotonous menu supported by unsupportive staff at times that's the struggle. Otherwise it is value for money when you see the offering. Pro tip order chilly panner and mon &  tue are the cheaper days to eat out there!,5 stars,expensive,Barbecue restaurant
360 Bike & Car care Seawoods,"This place is really great for all the non veg delicacy.Whether its desert,main course or starters everything is just perfect here. The ambience too is gud enuf and the location is perfect",5 stars,expensive,Barbecue restaurant
Gajraj Tanwar,Food was ok as per BBQ standard.  Drinks were much better. Waiter serve tequila with whistle.  The good thing you can order after 11pm.,4 stars,expensive,Barbecue restaurant
Jyoti Sawant,"Good staff, good service ,, awesome experience",5 stars,expensive,Barbecue restaurant
Rupak Kharvandikar,"superb food. soothing ambiance. moderately priced. starters are delicious. serves veg as well as non veg. alcoholic beverages served. great experience with family, friends.",4 stars,expensive,Barbecue restaurant
Swapneel Golapkar,"Nice location, yummy food, loved the open space around to have breaks. My advice is go early around 7 to get discount as well as to get peaceful time and enjoyable dining experience",5 stars,expensive,Barbecue restaurant
Dipesh Gandhi,"Nice experience. Had a buffet lunch with family. Highly professional, cooperative and decent staff. Delicious food and deserts",5 stars,expensive,Barbecue restaurant
Sujit Mohanan,"Good for non-veg only. Good ambiance, different from other restaurants. Grill is present on all tables.  Kitchen is visible to all. Not value for money for vegetarians though",5 stars,expensive,Barbecue restaurant
Prutha Indalkar,The food were so good ...place were neat and clean...and the staff were so humble and co-operative...must try!,5 stars,expensive,Barbecue restaurant
Suraj Chhatre,"Great experience as always. Usually they serve complementary drinks which is great. Food was delicious. They should include some more dessert items ( e.g Jalebi,Rabdi)",4 stars,expensive,Barbecue restaurant
jatin daki,If you are a chicken lover and want to eat a lot with variety of barbeque visit this place. They have a buffet over here in affordable prices. You can enjoy the desert over here😋. …,5 stars,expensive,Barbecue restaurant
Sameera K,Love this place especially for the starters and desserts... Not fond of the main course ... Have to mention on of the best staff services... Very polite and respectful,5 stars,expensive,Barbecue restaurant
Ayaan Shaikh,Great service chill place 👌 …,5 stars,expensive,Barbecue restaurant
Venkatesh Naidu,"We had a great experiance at barbeque nerul...staff (lalu and papu )was also good... food was so tasty, very quick good service",5 stars,expensive,Barbecue restaurant
Hafeezul Haq,"Yum food a lot ,very found of it visiting every two months",5 stars,expensive,Barbecue restaurant
Chinki,This place has been a regular with me.. But the service levels have dropped lately. The concept is good but we were very disappointed with the slow service and the uninterested staff the last time we visited this place.,2 stars,expensive,Barbecue restaurant
neha wagle,"As always, the best place to be for good food with family.",5 stars,expensive,Barbecue restaurant
Himani Chauhan,"I am regularly going in kurlas barbecue nation but try once this neerul outlet and my experience is horrible, after reservation manager gave table in Non AC and it was very hot outside, food quality were also not good. Really not liked",1 star,expensive,Barbecue restaurant
Shirish Patil,Good service and food quality. Ambience is nice and very well suited for any celebrations be it birrthday party or office treat.,5 stars,expensive,Barbecue restaurant
Sonu Kothari,"Excellent food, very good service, great variety of Veg & non veg tandoori items... Warning! If going for lunch skip breakfast, if for dinner go early 😉 …",5 stars,expensive,Barbecue restaurant
Somenath Auddy,"Not a great experience. Starters were good as always, the taste of main course needs improvement; desserts were below average in taste",2 stars,expensive,Barbecue restaurant
Vivek Nahata,"Amazing food, great service. Just loved it. Staff is curteous and cheerful. Will make your day. Don't miss the Kulfi combinitations at the end ;)",5 stars,expensive,Barbecue restaurant
Dr.Meehika Gaikwad,Excellent services. Most comforting and beautiful experience to have. Keep up the good work,5 stars,expensive,Barbecue restaurant
Rohit,"To be honest!
The Baebeque us Great! That's what Barbeque Name suggests!
I feel like they make the Main course and other stuff bad on purpose! …",4 stars,expensive,Barbecue restaurant
Kulwinder Singh (Bloggerandhogger),Everything was good. .. The staff was very welcoming and ready for service. Bbq nation should now think about reducing the wait time as its always a hassle to get a table due to its popularity.,4 stars,expensive,Barbecue restaurant
Ameer Ahmed,"I have been there thrice all good good experience with decent staff and food quality . 100% value for money
Nice place for small family gatherings",5 stars,expensive,Barbecue restaurant
manjiri koli,"Too good staff and ambience
Quality of Food also great
Desert's were awesome specially brownies.
I am loving it.",5 stars,expensive,Barbecue restaurant
Kamlesh Ghogle,Best option for Non Veg lovers. Specially Prowns & Fish tikka,5 stars,expensive,Barbecue restaurant
Sanket Kute,"It is bit small
If all tables are full
It becomes kind off crowded …",3 stars,expensive,Barbecue restaurant
Mohammed Ashraf,"They serve liquor, There are so many who want to visit this place but due to liquor many people doens't comes here.. its a lose lose situation for customers as well as their business.. They should have a seperate section of non liquor place.",1 star,expensive,Barbecue restaurant
PK Patry,Quite good food but the quality isn't as good it used to be say 4/5 years back. Excellent service & very good staff & the  Chef who attends to the problem,3 stars,expensive,Barbecue restaurant
Devansh Bhoir,Enjoyed my visit here,5 stars,expensive,Barbecue restaurant
Rupesh Shetty,Great place to be.. been there thrice...and had fun to dine there. The assistant who had our reuqest Mr. Amjad is a great person who helped us with our orders and serving on time.,5 stars,expensive,Barbecue restaurant
Shantanu Paradkar,Excellent food with lots of variety,5 stars,expensive,Barbecue restaurant
Vijay Kumar,"Enjoying the sound effects
Limited varaities and taste is ok not as expected",4 stars,expensive,Barbecue restaurant
Martin Noronha,Wow! The first ever experience I had here. Splendid job! The food is the best. Would love to come here on every happy occasions!,5 stars,expensive,Barbecue restaurant
Zahoor Ahmed,Clean and variety of dishes n supportive staff,5 stars,expensive,Barbecue restaurant
Dr. Prabha Patil,"Had a great experience, Excellent service by Mr. Nilesh Patil and team.. keep it up guys",5 stars,expensive,Barbecue restaurant
Arpit Sharma,This place is one of my favorite for dinner and lunch because of its service quality and customized food,5 stars,expensive,Barbecue restaurant
Bhargav Sarma,Finest cuisine. Gastronomical delights.,5 stars,expensive,Barbecue restaurant
Gurjit Singh,"One of the best restaurant in navi mumbai. Been here many time, food quality is always excellent.  They are mostly fully occupied,  so better to call them before going there.",5 stars,expensive,Barbecue restaurant
Shweta Saini,food is really yummy😋 nice place for foodies. if you can eat so much then it's worth going. try starters …,5 stars,expensive,Barbecue restaurant
Vandana Chauhan,Nice place  for family  get together. Today was First visit & return  with great experience. Love the music too.......will go again  n again ❤😍 …,5 stars,expensive,Barbecue restaurant
Hanmant Bhat,"Ambiance is good. Service very good. Mutton, chicken, fish ,prawns, pineapple grills  excellent. Biryani excellent. Deserts average.",4 stars,expensive,Barbecue restaurant
Arun Mehta,a very good eatery which many have tried to emulate.without sucess.the personnel touch of the staff along with the good variety of food and a regular change of menu makes it worth the repeat visits,5 stars,expensive,Barbecue restaurant
Sean Rebello,Incredible service from Senior GSA LALU ORAON and the captain AAQIB ALI. And the whole team is OP (over powered) really appreciated.,5 stars,expensive,Barbecue restaurant
Gamal Sultan,"Nice place, different food and the starters are really good (BBQ grills). The price per person for a buffet is about 800 Rubies which reasonable for the food and service.",4 stars,expensive,Barbecue restaurant
sohan kotian,"Thanking Mr. Nilesh for excellent service, truly a memorable evening…It was fantastic dine for us.. Thanks again!",5 stars,expensive,Barbecue restaurant
Dijo Mathews,"This branch of barbeque Nation is the oldest one in Navi Mumbai and probably the best too. The service is great, the food is great and the prices are also reasonable.",4 stars,expensive,Barbecue restaurant
Manjeet S Thackur,Great experience !! Great tasting food and Fantabulous service.. the all sums up to Barbeque nation. Must visit and highly recommended !!,5 stars,expensive,Barbecue restaurant
Pratik Gaikwad,Best BBQ restaurant in town. Has a good spread of desert too. My fav is masala corn. The entrance is dimly lit  hence very difficult to notice it,5 stars,expensive,Barbecue restaurant
Amit Talekar,Book table if you are more than two persons. Waiting time is 30 to 60 mins for walking. Keep space in stomach to try there delicious desserts.,4 stars,expensive,Barbecue restaurant
Dr.Jayant Jamale,Great place. Good food. Good service.  Keep it up. Thanks for tasty treat.,5 stars,expensive,Barbecue restaurant
Jitesh Khosla,"Good food , Ac not working little disappointed,  service was  , 5/5 , Mr. Nilesh patil thank u",3 stars,expensive,Barbecue restaurant
suposh mehta,"Great Service .Delicious food options for both vegetarians and non-vegetarians both.Quite Expensive though.Also if you are a non vegetarian,its going to be an amazing feast for you.",5 stars,expensive,Barbecue restaurant
P. P. Valsan,The quality of food is very good. The staff behavior is also excellent.  True value for money,4 stars,expensive,Barbecue restaurant
pranav khopkar,"Good ambience and helpful staff. Went during the week, so got less crowd. Need to get some variety in the menu - Starters.",4 stars,expensive,Barbecue restaurant
Zac Pinto,Variety of different cuisine...Delicious and variety of sweet dishes .. Ambiance is good ... live grills on each table ...exotic drink .. had a amazing time ...,4 stars,expensive,Barbecue restaurant
Ketaki Tamhane,"The best of all barbeque nations in mumbai. The food and service is flawless. Great selection of cocktails and mocktails, and reasonable prices too.",5 stars,expensive,Barbecue restaurant
Sumer Rich,"It's was bad ... I had ""HUMAN"" hair in food . For which they were sorry... service is bad .... And ac ___not to good...I was not comfortable after pay so much",1 star,expensive,Barbecue restaurant
Ashish Shrivastava,Amazing place to dine as a family or in group. Great starters live grilled on the table.... Followed by delicious main course and indulging desserts.,5 stars,expensive,Barbecue restaurant
Punarv Gangnaik,"Nice place. Wide variety of starters, main course and desserts. Service is also good.",5 stars,expensive,Barbecue restaurant
Prathmesh Thakur,"Just love the food (starters) n hospitality.... But the main course is not lip-smacking at all...
Desserts are really good....",4 stars,expensive,Barbecue restaurant
Zohra C,A very well known place for family gatherings and parties. A buffet of distinct range of food. Crispy Cajun potato is a must try.,4 stars,expensive,Barbecue restaurant
Alpa Dhore,"Awesome service,  humble staff and delicious food.  Very happy with overall experience.👍👍 …",5 stars,expensive,Barbecue restaurant
Sharad Karle,Food good. Staff very prompt. Skewers quality so so. Good Value for your money.,4 stars,expensive,Barbecue restaurant
Vikrant Giradkar,Unlike other food joints Inthis chain of restaurant this one have poor service and uncertain menu . …,2 stars,expensive,Barbecue restaurant
kamana govardhana reddy,Excellent Taste and excellent servents i loved it if any special like birthday they will provide complemantary cake finally i loved it...💟💟💟💟💟💟💟💟💟💟💟💟💟 …,5 stars,expensive,Barbecue restaurant
Ajinkya Pisal,One of the best restaurant in mumbai. The food quality is best and so the service offer. Need to book before 1-2 hours. Value for money.,5 stars,expensive,Barbecue restaurant
Ankur Goel,"Ok ok not that great. Bored experiencing the same thing at bbq, they should really think of the air conditioning inside the restaurant. Many times it doesn't matter",3 stars,expensive,Barbecue restaurant
Gopi Japi,"Hi,
I had been to Barbeque Nation on 11th Jan, 2014. The service that day was pathetic. Our Starters were not getting replenished on time. Food was Good but horrible service. All I could say is I will have to think next time before I book there.",2 stars,expensive,Barbecue restaurant
swapneel kedari,"Good energy, good food, quick service.",5 stars,expensive,Barbecue restaurant
Rajesh Gupta,Nice place with good food... Better place for Non- Veg lovers... Main Course is very nice and delicious. Limited options in Veg starters,4 stars,expensive,Barbecue restaurant
Pratik Bhagwat,"Decent food, good for family gathering, but great hospitality by Hussain our waiter (Sunday, Dec 1, 2019)",4 stars,expensive,Barbecue restaurant
prem sagar,"The foods was very tatsty specially the starter, if you are a non veg you will definitely love it, the best part was UNLIMITED FOOD 😊🤩 …",5 stars,expensive,Barbecue restaurant
Subhash Tripathi,Best food jaunt for kawabs of veg and nonveg served by  thoughtful trained waiters giving valuable advise awhats would suit your taste better .,5 stars,expensive,Barbecue restaurant
gaurav.priyanka jain,"Nice ambience, big restaurant, good food, lot of variety in veg and non veg, would definitely visit again",4 stars,expensive,Barbecue restaurant
Swapnil S,"Excellent place for veg, non veg food lovers.. just make sure to book your table in advance cos it's crowded most of the times.",4 stars,expensive,Barbecue restaurant
Shekhar G,"Good environment, friendly staff, nice food. Spent quality time here with my family",5 stars,expensive,Barbecue restaurant
rehan shirgaonker,The place is very nice but there is some minor problem in parking but the staffs will handle it and every thing is best in Barbeque nation. is excellent from food to service and best places for party with friends with delicious food.,4 stars,expensive,Barbecue restaurant
Nandkumar Sanglikar,"It's excellent. Food, service and ambience are all great. It's no wonder that after 7 pm, it's fully packed.",5 stars,expensive,Barbecue restaurant
Fouzi Shaikh,It was a very gud experience starters and desserts are awsm m a chainese lover noodless was nt up to the mark but over all awsm experience,3 stars,expensive,Barbecue restaurant
Sougata Mukherjee,Very good food and awesome ambiance. the staffs are very friendly and the service is very prompt. It is a must try place in Navi Mumbai,4 stars,expensive,Barbecue restaurant
subhash patil,Best sea food with bigphrowns and chicken tandoori  mocktails desserts kheer cakes biryanees with unlimited snacks starters and full main course with pastries ice creams kulfies with mouth fresher pan pasand,5 stars,expensive,Barbecue restaurant
noor sayyed,Very nice ambiance and they really took very good care of us . Went out of the way to make us special.,5 stars,expensive,Barbecue restaurant
paryansh bhutani,Nice place with nyc members .... If missing north taste in food just go there once and try main course... specially Punjabi kadi pakoda ....,4 stars,expensive,Barbecue restaurant
Mandar Deshpande,It is sometimes very good but most of time they don't have varieties in non veg and live counter is also close,3 stars,expensive,Barbecue restaurant
sheetal pawar,Food very tasty....Buffet system....RS.850/-per person for non veg....Worth  d money spent,5 stars,expensive,Barbecue restaurant
Harsha Arya,Much love #for vegetarians as well❤,5 stars,expensive,Barbecue restaurant
Prabhat Singh,Basic food just tastes basic . Not creamy Not enough spicy . If you really wanna eat on a big budget go to Jimis's burger or a proper restaurant.,2 stars,expensive,Barbecue restaurant
Nikhil Vidhate,Best place to loot if you have a good capacity of eating. One complimentary drink is given per person.,4 stars,expensive,Barbecue restaurant
baiju mathew,Awesome.. We had food many a times but everytime was an Unique Experience.. Real Value for Money..!!!,5 stars,expensive,Barbecue restaurant
Akhil Sree,"Good place , reservation available, cost is little high but still.. food is really nice, good for birthday celebrations and all ..",5 stars,expensive,Barbecue restaurant
Debasish Mandal,Good food. Nice behaviour of staff. Enjoyed a great lunch with my family and friends,5 stars,expensive,Barbecue restaurant
Pranay Vashi,the service was very well. they really cared for their guests and as always the menu options were good for buffet and dessert.,5 stars,expensive,Barbecue restaurant
nitin saini,"Please don't visit here barbeque nation in nerul vashi bad food quality and very bad staff hospitality ...
Chicken quality very poor …",1 star,expensive,Barbecue restaurant
Kiran Poojari,"Restaurant is good and as expected however you need to make advance booking especially during weekends and public holidays
Food and staff Service are very nice",4 stars,expensive,Barbecue restaurant
Shyam Yadav,Wonderful place to eat buffet with friends and family. Lot of options for starters and main course. And to eat from the barbeque setup on your table is awesome,5 stars,expensive,Barbecue restaurant
Raj K,Popular chain of hotels..need to book prior or wait for over n hour...head chefs personally check on each table if all is fine..they serve only bottled water which is inclusive of buffet charges..,5 stars,expensive,Barbecue restaurant
Nazir Khot,Excellent food at affordable cost,5 stars,expensive,Barbecue restaurant
E - VLOGGER,Best food in navi mumbai according to me. In just a low price u will get unlimited food the kababs are best here,4 stars,expensive,Barbecue restaurant
Samir Santra,Nice polite service. Good buffet items. Neat and clean environment. We enjoyed.,5 stars,expensive,Barbecue restaurant
Harshit Nirmalkar,"Great starters, a bit of improvement needed for main course . Awesome desserts .
Very polite and helpful staff.",4 stars,expensive,Barbecue restaurant
Sasy V B,"Quality food, veg & non veg. little expensive. Good place for those who like grill food. No parking. Only road side parking.",4 stars,expensive,Barbecue restaurant
Shruti Dixit,This place is best for a family lunch on a weekend. Appetizers & grilled dishes are the tastiest. Buffet menu & desserts are also good.,4 stars,expensive,Barbecue restaurant
Nidhi Sinha,Best experience visited several times far better than other branches all waiters are very polite and friendly .very good hosting.,5 stars,expensive,Barbecue restaurant
Jeffin BrandKeeda,Great spread of options and great service but make sure you check for booking timings before you plan as they have a very rigid policy on timings,5 stars,expensive,Barbecue restaurant
Nilesh Bamane,Poor management and service. No any prior information to customers about renovation work of Nerul Restaurant.,1 star,expensive,Barbecue restaurant
Priyank Maru,Restaurant was aldredy informed for arrangements of jain food. But it was not prepared also people was having no idea about food to be served. Served me potatos telling its jain dish.,1 star,expensive,Barbecue restaurant
Yogesh Bhagyawant (Yogi Bear),Bestest of Bbq Nation of Navi Mumbai. Evening is the best time to visit with your loved 1. Best Taste. Well trained staff.,5 stars,expensive,Barbecue restaurant
Nee-Ragzz Shelter Hunt,"Awesome ambience
Good non veg food
Main course is ok ok …",4 stars,expensive,Barbecue restaurant
Jayston,Great place for lunch and dinner. Great service and lot of variety. Would surely recommend anyone to go.,5 stars,expensive,Barbecue restaurant
travelling,I am very happy,5 stars,expensive,Barbecue restaurant
Ruchi Baghla,Delicious food and very good quality and service,5 stars,expensive,Barbecue restaurant
ShailzaBhatia KidsLanguageNest,It is super super my all time fav food joint love to go there again and again ..i can go daily for there starters .....,5 stars,expensive,Barbecue restaurant
JOHN RAJU,Decent service. Great place for a party. You save 250 bucks per head if you check in prior to 7.30pm.,4 stars,expensive,Barbecue restaurant
debashis mitra,"As barbeque nations go, used to be a great place and concept...but since then has been taken over by pretty pathetic crowd...be ready for hearing 'happy birthday' a couple of times while having a meal...they insist on playing this on loudspeakers for anyone who is having a birthday...very annoying",3 stars,expensive,Barbecue restaurant
Rahul Gajbhiye,Once in a Lifetime experience......The Non - Veg food and fish delicacy is mind blowing...........Service is Excellent........Variety of food items is awesome.......,5 stars,expensive,Barbecue restaurant
Manoranjan Sethy,"Okay. Good for Non Vegeterian. Surprises are good.

Hidden pokicy on corporate discounts. Unacountable to comittments made customers.",3 stars,expensive,Barbecue restaurant
Anoop_Mukherjee ITS,"Nice ambience, staffs are professional, good customer service, food is also good in test. Value for money",5 stars,expensive,Barbecue restaurant
Aryan Agarwal,Loved the place and the ambiance there. The food here is also amazing.,5 stars,expensive,Barbecue restaurant
5U5HIL AG,"Well located, very good food, too good service
Fairly priced
One will like to come again n again",5 stars,expensive,Barbecue restaurant
Ananthakrishnan Sankaran,"Tasty food, great ambiance, good service.",5 stars,expensive,Barbecue restaurant
Rishab Dev Bhaskar,Lovely place to have lunch/dinner with your friends and family. Do make sure to book your table before you go to avoid any waiting,5 stars,expensive,Barbecue restaurant
Laxman Gaikwad lucky G,Good for all kind of Barbique dises and well manged test since long in this area so for hang out in evening is best time to visit this place,5 stars,expensive,Barbecue restaurant
thomas geoji,Good place if you got the appetite !! Good food and good ambience. Staff is prompt and polite.,5 stars,expensive,Barbecue restaurant
A M,Good food & very polite staff. They will kill you with serving unlimited food. 😋 …,4 stars,expensive,Barbecue restaurant
Ittehad cricket Acedmy,Delicious food. Worth it. Awesome service. Best place for gathering.,5 stars,expensive,Barbecue restaurant
Kartikeya Shetty,Starters and Desert was Quiet Good. But Main Course was not having much variety. In Starters only stomach will get full.,5 stars,expensive,Barbecue restaurant
sagar chauhan,Best place for dine in. Love the taste of starters. Specially the pineapple roasted on tandoor with spices. Awesome taste.,4 stars,expensive,Barbecue restaurant
rahul sawant,Good  food nice place great staff i gon with my family for my sister in law birthday party,5 stars,expensive,Barbecue restaurant
Praveen M,Very nice place. Great food and quantity. Excellently managed and very nice place to hang out..,4 stars,expensive,Barbecue restaurant
Vaidehi Domadia,"Very good experience
Staff is very polite and we had a really good time",5 stars,expensive,Barbecue restaurant
Sunil Nair,"Great starters....food is good, service was also excellent and hospitality by staff is great....must visit .....",5 stars,expensive,Barbecue restaurant
Pratik Jadhav,"The Service is too good as always , Staff Is always ready to complete ur need and Just in future the seating structure should be change & also the people visit  there are some time are so loud that other people get disturb  (so as my preference only want BBQ but with good crowd should visit Kurla BBQ P MARKET City )",4 stars,expensive,Barbecue restaurant
Prasun Paul,The ambience is fantastic and the service is top notch. The food has much variety.,5 stars,expensive,Barbecue restaurant
Amritanshu Singh,This place lives up to its name. Only the main dishes were less otherwise the starters were as good as any other bbq nation.,4 stars,expensive,Barbecue restaurant
Ashish Yadav,Great place you hardly eat from the buffet cause you are stuffed with barbecue if you have heavy appetite then it is a good place other wise nice hang out with family,4 stars,expensive,Barbecue restaurant
Girja Sunil,The food was quite good but i got great experiance in other branches so was quite dis-satisfied,3 stars,expensive,Barbecue restaurant
Sapna Labade,Family dinner ke liye best place h....... food quality bhi best h. Aur khana baht tasty h.. bahut accha laga...thnku..🙂 …,5 stars,expensive,Barbecue restaurant
Van N,Great food and service.,5 stars,expensive,Barbecue restaurant
Harsh Chandane,"Grt staff good ambience
Good non veg food
Veg menu limited …",3 stars,expensive,Barbecue restaurant
Ranjeeta Kaur,Very well service given. Well treated to kids. Kids enjoyed a lot playing all around. The whole staff was very behaved.,5 stars,expensive,Barbecue restaurant
Kiran B,"Good food. Nice variety. Can reduce the price tag, as this is overhyped due to brand name.",4 stars,expensive,Barbecue restaurant
Vinayak Wakchaure,Very good ambience. Great service . Tasty food. Mouth watering biryani.,5 stars,expensive,Barbecue restaurant
Ankur Mehra,Always a treat to have food at Barbeque Nation. No doubt it serves best variety in Non Veg Starters.,5 stars,expensive,Barbecue restaurant
Husen khan,"Nice Place & Very Good Food
Staff So Friendly",5 stars,expensive,Barbecue restaurant
abhishek salunke,Service was good,4 stars,expensive,Barbecue restaurant
Prakhar Saxena,Excellent service. Very friendly staff. Great food and large selection to choose from. Awesome desserts.,5 stars,expensive,Barbecue restaurant
Amandeep Baghla,Great place for buffet lovers especially non veggies..staff is very cordial and make you feel very comfortable..highly recommended..,4 stars,expensive,Barbecue restaurant
Tanmaya Computer,"Staff was nice to us but starters were very good but the main course was not up to mark
I suggest eating in a hotel",3 stars,expensive,Barbecue restaurant
Saurabh Kumar,"Good place for non veg buffet with drinks. Music is little loud. Looking for quite place, not a good option.",4 stars,expensive,Barbecue restaurant
